Station Name,Address,Latitude,Longitude,Connector Type,Quantity,Type,Unnamed: 7,street_name,zip_code
Kabelweg 47,47 Kabelweg 1014 BA,52.39295,4.845209,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,Kabelweg,1014 BA
Eisdenstraat  null,22-32 Eisdenstraat 1066 LK,52.35032,4.817713,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,Eisdenstraat,1066 LK
TNLP011448,97-33 Wethouder Driessenstraat 1107 XH,52.29183,4.984644,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,Wethouder Driessenstraat,1107 XH
TNLP011247,233 Gorontalostraat 1095 WE,52.36375,4.942004,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,Gorontalostraat,1095 WE
TNLP011342,19III Gloriantstraat 1055 CW,52.37906,4.85328,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,Gloriantstraat,1055 CW
TNLP011190,17B Tweede van Swindenstraat 1093 VG,52.36177,4.925586,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,Tweede van Swindenstraat,1093 VG
TNLP011336,7 Dwergpalmstraat 1104 DG,52.319,4.982525,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,Dwergpalmstraat,1104 DG
TNLP009504,14II Toldwarsstraat 1073 RR,52.35191,4.901255,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,Toldwarsstraat,1073 RR
TNLP011465,1 Zilverplevierstraat 1025 AW,52.39881,4.944559,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,Zilverplevierstraat,1025 AW
TNLP011324,18 Eerste Boerhaavestraat 1091 SB,52.35804,4.907368,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,Eerste Boerhaavestraat,1091 SB
TNLP010843,45II Hogeweg 1098 BZ,52.35542,4.933482,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,Hogeweg,1098 BZ
TNLP011277,3 Sporadenlaan 1060 ML,52.34686,4.794875,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,Sporadenlaan,1060 ML
TNLP011197,7I Nolensstraat 1067 JT,52.37562,4.799984,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,Nolensstraat,1067 JT
TNLP011274,5 Isaak Gosseshof 1065 XG,52.36289,4.828571,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,Isaak Gosseshof,1065 XG
TNLP011498,30 Fred Thomasstraat 1068 WD,52.35411,4.814191,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,Fred Thomasstraat,1068 WD
TNLP011288,2 Balatonmeerlaan 1060 RD,52.34839,4.782512,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,Balatonmeerlaan,1060 RD
TNLP010263,728 Huigenbos 1102 KA,52.30688,4.959677,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,Huigenbos,1102 KA
TNLP011401,13HS Theophile de Bockstraat 1058 TV,52.35483,4.850309,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,Theophile de Bockstraat,1058 TV
AMS-  Laadplein,105 Europaplein 1079 AW,52.34156,4.893836,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,Europaplein,1079 AW
TNLP011491,73 Jacob Krüsestraat 1106 ZJ,52.29874,4.994547,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,Jacob Krüsestraat,1106 ZJ
TNLP011379,2 Rapenburgerplein 1011 VA,52.37039,4.911013,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,Rapenburgerplein,1011 VA
TNLP011510,222 Wagenaarstraat 1093 EB,52.36296,4.926278,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,Wagenaarstraat,1093 EB
Gina ter Heide's station,141 Faas Wilkesstraat 1095 MD,52.37376,4.967535,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,Faas Wilkesstraat,1095 MD
AMS-4439,1 Middelveldstraat 1069 GH,52.3544,4.788463,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,Middelveldstraat,1069 GH
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
Afgeschreven palen Amsterdam,Weg zonder naam 1014 AA,52.39169,4.862089,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,zonder naam,1014 AA
A2511,84 Wg-Plein 1054 RC,52.36391,4.870901,TyPE 1,1,Private charging at home,,Wg-Plein,1054 RC
TNLP011185,55 Ookmeerweg 1068 AM,52.3654,4.80172,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,Ookmeerweg,1068 AM
TNLP010487,7 Daniėl Goedkoopstraat 1096 BD,52.33543,4.920622,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,Daniėl Goedkoopstraat,1096 BD
TNLP011205,330III Hoofdweg 1056 DB,52.37155,4.849384,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,Hoofdweg,1056 DB
TNLP011257,159 S.F. van Ossstraat 1068 JJ,52.3558,4.812839,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,S.F. van Ossstraat,1068 JJ
Nolenstraat,3 Lambertus Zijlplein 1067 JR,52.37784,4.801195,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,Lambertus Zijlplein,1067 JR
TNLP011005,6 Marksingel 1060 SG,52.34705,4.78478,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,Marksingel,1060 SG
TNLP011208,31 Paradijsappelstraat 1036,52.40665,4.904567,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,Paradijsappelstraat,1036
Office,2I Raphaėlstraat 1077 PP,52.35021,4.869546,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,Raphaėlstraat,1077 PP
Johan Cruijff ArenA,133 Burgemeester Stramanweg 1101 EP,52.31468,4.942523,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,Burgemeester Stramanweg,1101 EP
TNLP011215,42 Antillenstraat 1058 HC,52.35983,4.850372,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,Antillenstraat,1058 HC
Gina ter Heide's station,141 Faas Wilkesstraat 1095 MD,52.37376,4.967535,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,Faas Wilkesstraat,1095 MD
Trinity Vastgoed Rosalyn 3,2-4 Paalbergweg 1105 AG,52.29968,4.953583,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,Paalbergweg,1105 AG
Trinity Vastgoed Rosalyn 4,4 Paalbergweg 1105 AG,52.2997,4.953657,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,Paalbergweg,1105 AG
Trinity Vastgoed Rosalyn 5,2-4 Paalbergweg 1105 AG,52.29968,4.953583,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,Paalbergweg,1105 AG
Trinity Vastgoed Rosalyn 1,2-4 Paalbergweg 1105 AG,52.29968,4.953583,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,Paalbergweg,1105 AG
Trinity Vastgoed Rosalyn 2,9E Paasheuvelweg 1105 BE,52.29923,4.953078,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,Paasheuvelweg,1105 BE
"Nieuwendammerkade, 26 a5",28c2 Nieuwendammerkade 1022 AB,52.39078,4.936972,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,Nieuwendammerkade,1022 AB
IDA Foundation,35 Slochterweg 1027 AA,52.42059,4.948554,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,Slochterweg,1027 AA
Nina thuis,17 Pedro de Medinalaan 1086 XP,52.36302,4.97765,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,Pedro de Medinalaan,1086 XP
"Australiehavenweg 116, Amsterdam",116 Australiėhavenweg 1046 BR,52.40008,4.79498,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,Australiėhavenweg,1046 BR
Schipluidenlaan (Amsterdam),4 Schipluidenlaan 1062 HE,52.35656,4.83972,TYPE 2,1,Regular Public & Semi-Public Charging Points (AC):,,Schipluidenlaan,1062 HE
