Station Name,Address,Latitude,Longitude,Connector Type,Quantity,Type,street_name
Shell Recharge/02014105,10 Orlyplein 1043 DP,52.39096,4.836627,TYPE 2,N/A,Regular Public & Semi-Public Charging Points (AC):,Orlyplein
Shell Recharge/01000473,10 Hanedastraat 1043 DH,52.39102,4.83708,TYPE 2,N/A,Regular Public & Semi-Public Charging Points (AC):,Hanedastraat
Havenstraat 18,18 Havenstraat 1075,52.34919,4.854527,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Havenstraat
Sardinieweg 3,3 Sardiniėweg 1044 AG,52.39995,4.812433,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Sardiniėweg
TNLP010311,62 Alma Tademastraat 1061 VK,52.36739,4.841425,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Alma Tademastraat
TNLP010319,25 Westbroekstraat 1107 KB,52.2958,4.98401,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Westbroekstraat
Panamakade  110,122 Panamakade 1019 AX,52.37302,4.943965,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Panamakade
DAE-NL-2000304,123I Fred. Roeskestraat 1076 EE,52.34075,4.858524,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Fred. Roeskestraat
DAE_NL_2000289,123I Fred. Roeskestraat 1076 EE,52.34075,4.858524,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Fred. Roeskestraat
Hettenheuvelweg  45,47 Hettenheuvelweg 1101 BM,52.30624,4.944564,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Hettenheuvelweg
TNLP010312,186-194 Meteorenweg 1033 HJ,52.41397,4.883575,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Meteorenweg
TNLP010280,1I Karel du Jardinstraat 1072 SC,52.35085,4.892882,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Karel du Jardinstraat
DAE-NL-2000306,342 Fred. Roeskestraat 1076 EE,52.34097,4.858172,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Fred. Roeskestraat
DAE-NL-2000303,123I Fred. Roeskestraat 1076 EE,52.34075,4.858524,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Fred. Roeskestraat
DAE-NL-2000301,123I Fred. Roeskestraat 1076 EE,52.34075,4.858524,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Fred. Roeskestraat
DAE-NL-2000298,123I Fred. Roeskestraat 1076 EE,52.34075,4.858524,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Fred. Roeskestraat
DAE-NL-2000297,123I Fred. Roeskestraat 1076 EE,52.34075,4.858524,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Fred. Roeskestraat
DAE-NL-2000294,123I Fred. Roeskestraat 1076 EE,52.34075,4.858524,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Fred. Roeskestraat
TNLP010088,165 De Egmondenstraat 1024 SG,52.39452,4.948841,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,De Egmondenstraat
TNLP010303,91III Palmstraat 1015 HR,52.38149,4.882752,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Palmstraat
Apollolaan 7,7 Apollolaan 1077 AA,52.348,4.882902,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Apollolaan
Moezelhavenweg  9,11A Moezelhavenweg 1043 AM,52.39388,4.819546,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Moezelhavenweg
TNLP010230,50 Schelvisch Hoofd 1035 JW,52.42211,4.89403,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Schelvisch Hoofd
TNLP010306,13 Leeuwendalerspad 1055 JG,52.37996,4.847879,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Leeuwendalerspad
TNLP010300,57I Van Eeghenstraat 1071 EW,52.35762,4.874463,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Van Eeghenstraat
Solitudolaan 236,188 Solitudolaan 1096 DS,52.34157,4.920976,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Solitudolaan
TNLP010090,15 Kervelplantsoen 1104 VA,52.31415,4.979896,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Kervelplantsoen
Warehouse Quint,7 Keienbergweg 1101 EZ,52.30786,4.936806,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Keienbergweg
TNLP010246,89 Kermispad 1033 ZA,52.41678,4.884413,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Kermispad
TNLP010227,24I Willem Beukelsstraat 1097 CS,52.35282,4.926712,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Willem Beukelsstraat
Fred Roeskestraat 115,119 Fred. Roeskestraat 1076 ED,52.34083,4.858975,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Fred. Roeskestraat
Fred Roeskestraat 115,123I Fred. Roeskestraat 1076 EE,52.34075,4.858524,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Fred. Roeskestraat
G.J. Scheurleerweg 144,134-152 G.J. Scheurleerweg 1022 KL,52.40747,4.932236,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,G.J. Scheurleerweg
TNLP010103,173 Pieter Cornelisz Hooftstraat 1071 BW,52.35889,4.875897,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Pieter Cornelisz Hooftstraat
TNLP010233,1 Van Oldenbarneveldtplein 1052 JK,52.37708,4.876516,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Van Oldenbarneveldtplein
TNLP010152,34B Tweede Constantijn Huygensstraat 1054 CT,52.36327,4.872861,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Tweede Constantijn Huygensstraat
Narva-eiland,136 Narva-eiland 1014 ZJ,52.39314,4.881639,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Narva-eiland
DAE-NL-2000302,123I Fred. Roeskestraat 1076 EE,52.34075,4.858524,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Fred. Roeskestraat
DAE-NL-2000296,123I Fred. Roeskestraat 1076 EE,52.34075,4.858524,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Fred. Roeskestraat
DAE-NL-2000295,123I Fred. Roeskestraat 1076 EE,52.34075,4.858524,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Fred. Roeskestraat
DAE-NL-2000293,123I Fred. Roeskestraat 1076 EE,52.34075,4.858524,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Fred. Roeskestraat
DAE-NL-2000292,123I Fred. Roeskestraat 1076 EE,52.34075,4.858524,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Fred. Roeskestraat
DAE-NL-2000291,123I Fred. Roeskestraat 1076 EE,52.34075,4.858524,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Fred. Roeskestraat
DAE-NL-2000307,123I Fred. Roeskestraat 1076 EE,52.34075,4.858524,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Fred. Roeskestraat
DAE-NL-2000290,123I Fred. Roeskestraat 1076 EE,52.34075,4.858524,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Fred. Roeskestraat
TNLP010241,29h Heemstedestraat 1059 CZ,52.35145,4.847305,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Heemstedestraat
TNLP010235,40A Jacob Paffstraat 1069 PK,52.35165,4.784464,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Jacob Paffstraat
Moermanskkade 401 -421,421 Moermanskkade 1013,52.39978,4.870506,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Moermanskkade
TNLP010249,8 Willemsparkweg 1071 HD,52.35804,4.877637,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Willemsparkweg
TNLP010243,32 Bennebroekstraat 1058 LN,52.35292,4.84725,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Bennebroekstraat
TNLP010239,14 Palestrinastraat 1071 NE,52.35642,4.876544,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Palestrinastraat
TNLP010140,42 Chasséstraat 1057 JH,52.36854,4.861776,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Chasséstraat
Domela Niewenhuissstraat 45,259 Jan van Zutphenstraat 1069 RR,52.35031,4.79957,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Jan van Zutphenstraat
TNLP010106,24II Jacob Obrechtstraat 1071 KM,52.35568,4.875676,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Jacob Obrechtstraat
TNLP010117,29I Pieter Lastmankade 1075 KK,52.35062,4.863051,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Pieter Lastmankade
TNLP010114,48 Ethekwini 1103 AE,52.32411,4.965808,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Ethekwini
TNLP010113,40 Eensgevonden 1103 BA,52.32653,4.966945,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Eensgevonden
TNLP010118,1S Commelinstraat 1093 TE,52.36334,4.923822,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Commelinstraat
TNLP010144,70 Theodorus Dobbestraat 1063 BX,52.37934,4.832408,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Theodorus Dobbestraat
TNLP010154,250 Meteorenweg 1033 HL,52.41592,4.879458,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Meteorenweg
TNLP010021,9C Jozef Israėlskade 1072 RS,52.34868,4.887636,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Jozef Israėlskade
Moermanskkade 401-421,421 Moermanskkade 1013,52.39978,4.870506,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Moermanskkade
Bogortuin 93,93 Bogortuin 1019 PE,52.37644,4.936433,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Bogortuin
Bilderdijkkade 58,58 Bilderdijkkade 1053 VN,52.36733,4.870001,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Bilderdijkkade
Stadionweg 1,3 Stadionweg 1077 RV,52.34877,4.88404,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Stadionweg
Stadionweg 1,3 Stadionweg 1077 RV,52.34877,4.88404,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Stadionweg
Naritaweg 223,223 Naritaweg 1043 CB,52.38771,4.831142,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Naritaweg
Naritaweg 223,223 Naritaweg 1043 CB,52.38771,4.831142,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Naritaweg
TNLP010008,210 Willemsparkweg 1071 HX,52.35552,4.868485,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Willemsparkweg
TNLP010193,209 Derde Oosterparkstraat 1092 EA,52.35775,4.920974,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Derde Oosterparkstraat
TNLP010017,48 Oranje Nassaulaan 1075 AS,52.35432,4.858002,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Oranje Nassaulaan
Nieuwe Looiersstraat 17,17 Nieuwe Looiersstraat 1017 VA,52.3608,4.892521,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Nieuwe Looiersstraat
TNLP010022,23 Churchill-laan 1078 NK,52.34635,4.901316,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Churchill-laan
TNLP010087,55HS Jacob Van Lennepkade 1054 ZG,52.36497,4.870721,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Jacob Van Lennepkade
Dynamostraat 7,68 Dynamostraat 1014 BZ,52.39838,4.850466,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Dynamostraat
TNLP010012,423C Vrolikstraat 1092 TG,52.35758,4.922644,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Vrolikstraat
TNLP010010,56 Compagniestraat 1018 HL,52.36907,4.924078,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Compagniestraat
Karspeldreef  8,6 Karspeldreef 1101 CJ,52.30541,4.948701,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Karspeldreef
TNLP010192,4 Abraham Kuyperstraat 1067 DE,52.3834,4.801888,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Abraham Kuyperstraat
Nabij IJdijk  8,19 Marie Baronlaan 1095 KG,52.37163,4.97281,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Marie Baronlaan
TNLP010045,71II Stadionweg 1077 SE,52.34683,4.8742,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Stadionweg
Bogortuin 52,13 Seranggracht 1019 PM,52.37774,4.933066,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Seranggracht
TNLP010082,11 Jan Luijkenstraat 1071 CJ,52.35963,4.881155,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Jan Luijkenstraat
Vaalmuiden  6,6 Vaalmuiden 1046 BV,52.39067,4.776893,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Vaalmuiden
Vaalmuiden  6,6 Vaalmuiden 1046 BV,52.39067,4.776893,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Vaalmuiden
Trompenburgstraat 2-4,159III Amsteldijk 1079 LH,52.34841,4.910254,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Amsteldijk
Olympisch stadion 30,14 Olympisch Stadion 1076 DE,52.34431,4.853127,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Olympisch Stadion
Galwin 1,4 Galwin 1046 AW,52.39592,4.800859,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Galwin
Sloterkade 139 A,139A Sloterkade 1058 HM,52.35197,4.85205,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Sloterkade
Moezelhavenweg 9,41 Moezelhavenweg 1043 AM,52.39449,4.819825,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Moezelhavenweg
Sloterweg 837,837 Sloterweg 1066 CB,52.34166,4.815342,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Sloterweg
Gyroscoopweg 1,1 Gyroscoopweg 1042 AB,52.39748,4.838025,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Gyroscoopweg
Keizersgracht  683,541 Herengracht 1017 BW,52.36523,4.894581,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Herengracht
Belastingdienst Amsterdam,5 Kingsfordweg 1043 GN,52.38776,4.842922,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Kingsfordweg
Belastingdienst Almere,34 Raadhuisstraat 1012 VK,52.37321,4.890497,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Raadhuisstraat
TNLP010115,85 Louis Couperusstraat 1064 CC,52.37538,4.828134,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Louis Couperusstraat
TNLP010182,37 Michelangelostraat 1077 CC,52.3484,4.871268,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Michelangelostraat
TNLP010145,12 Ter Haarstraat 1053 LJ,52.37034,4.869946,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Ter Haarstraat
TNLP010157,17 Eurokade 1060 RZ,52.3484,4.787135,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Eurokade
TNLP010105,144III Van Suchtelen van de Haarestraat 1068 GZ,52.35698,4.80194,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Van Suchtelen van de Haarestraat
TOTAL-NN001858,2 Vorticellaweg 1035 VB,52.41662,4.912488,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Vorticellaweg
TNLP010156,14 Woestduinstraat 1058 TD,52.35416,4.847686,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Woestduinstraat
TNLP010110,17 Fraunhoferstraat 1098 LN,52.35091,4.937151,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Fraunhoferstraat
TNLP010159,72 Fahrenheitsingel 1097 NV,52.3442,4.924829,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Fahrenheitsingel
TNLP010128,4HS Groenendaalstraat 1058 LG,52.3536,4.848635,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Groenendaalstraat
Zwanebloemlaan 57,170 Zwanebloemlaan 1087 EP,52.35448,4.99341,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Zwanebloemlaan
Van Marumstraat 18,220 Linnaeusparkweg 1098 ER,52.35018,4.939892,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Linnaeusparkweg
TOTAL-NN001036,30 s108 1076 CJ,52.34293,4.856619,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,s108
Stadionkade 113,114 Stadionkade 1076 BN,52.34294,4.862094,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Stadionkade
Nico Jessekade 165,163 Nico Jessekade 1087 NA,52.34632,5.007354,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Nico Jessekade
Maroastraat 50,50 Maroastraat 1060 LG,52.35427,4.766546,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Maroastraat
Maroastraat 50,50 Maroastraat 1060 LG,52.35427,4.766546,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Maroastraat
total tweede van der helstraat,75-67 Tweede van der Helststraat 1072,52.34943,4.895068,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Tweede van der Helststraat
Stichting Pensioenfonds Rail & Openbaar Vervoer,4 De Klencke 1083 HH,52.33406,4.886743,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,De Klencke
Mercure Hotel,10 Joan Muyskenweg 1096 CJ,52.33516,4.914004,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Joan Muyskenweg
Atradius,111 Johan Huizingalaan 1066 VH,52.34156,4.827491,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Johan Huizingalaan
La Guardia,34 La Guardiaweg 1043 DG,52.39126,4.840205,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,La Guardiaweg
Compier Holding,15 Pedro de Medinalaan 1086 XP,52.36312,4.977226,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Pedro de Medinalaan
De Vries Metman,180i Overschiestraat 1062 XK,52.34441,4.837349,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Overschiestraat
MM_001,180i Overschiestraat 1062 XK,52.34441,4.837349,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Overschiestraat
Officia Boelelaan,7e De Boelelaan 1083 HJ,52.3344,4.886432,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,De Boelelaan
Atradius,111 Johan Huizingalaan 1066 VH,52.34156,4.827491,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Johan Huizingalaan
Mercure Hotel,10 Joan Muyskenweg 1096 CJ,52.33516,4.914004,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Joan Muyskenweg
total tweede van der helstraat,75-67 Tweede van der Helststraat 1072,52.34943,4.895068,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Tweede van der Helststraat
Compier Holding,15 Pedro de Medinalaan 1086 XP,52.36312,4.977226,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Pedro de Medinalaan
Elisabeth Otter Knol,95 Loowaard 1082 KR,52.33001,4.877548,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Loowaard
La Guardia,34 La Guardiaweg 1043 DG,52.39126,4.840205,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,La Guardiaweg
NL-GFX-A0170,4 De Klencke 1083 HH,52.33406,4.886743,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,De Klencke
Parkeergarage Olympisch Stadion,1 Olympisch Stadion 1076 DE,52.34341,4.855287,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Olympisch Stadion
Parkeergarage Gelderlandplein P1,72 Geervliet 1082 NV,52.32993,4.87991,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Geervliet
Parkeergarage Gelderlandplein P2 P3,95 Loowaard 1082 KR,52.33001,4.877548,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Loowaard
Jungle Minds,55 Grasweg 1031 HX,52.39251,4.898469,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Grasweg
KIT,2A Linnaeusstraat 1092 CK,52.36271,4.922652,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Linnaeusstraat
Javakade 664- 698,664 Javakade 1019 SG,52.37895,4.924364,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Javakade
Sumatrakade 241- 279,237 Sumatrakade 1019 PK,52.37812,4.933845,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Sumatrakade
Havenstraat 18,50II Vaartstraat 1075 RR,52.35019,4.85436,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Vaartstraat
Piet Heinkade 171,161 Piet Heinkade 1019 GM,52.37708,4.918859,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Piet Heinkade
Javakade 544- 578,540 Javakade 1019 SE,52.37873,4.925851,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Javakade
Blankenstraat 3,7 Blankenstraat 1018 RR,52.36824,4.927098,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Blankenstraat
Dynamostraat 5,5 Dynamostraat 1014 BN,52.39737,4.850882,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Dynamostraat
Jachthavenweg 130,126-130 Jachthavenweg 1081 KJ,52.33488,4.854262,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Jachthavenweg
James Wattstraat 77 S3,77p James Wattstraat 1097 DL,52.34906,4.920931,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,James Wattstraat
Sumatrakade 1157- 1191,1159 Sumatrakade 1019 RH,52.37937,4.926391,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Sumatrakade
Prins Bernhardplein 173,173 Prins Bernhardplein 1097 BL,52.34846,4.91713,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Prins Bernhardplein
Javakade 364- 438,364 Javakade 1019 SB,52.37835,4.928094,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Javakade
Sumatrakade 853- 891,821 Sumatrakade 1019 PZ,52.37896,4.929125,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Sumatrakade
Sijsjesbergweg 44,42 Sijsjesbergweg 1105 AL,52.29364,4.943546,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Sijsjesbergweg
Sierenborch 7,7 Sierenborch 1043 BA,52.39019,4.809984,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Sierenborch
Oranje Nassaulaan 1,1 Oranje Nassaulaan 1075 AH,52.35495,4.864224,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Oranje Nassaulaan
IJsbaanpad 12,12 IJsbaanpad 1076 CV,52.34141,4.852966,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,IJsbaanpad
Burgemeester Stramanweg 105,105a Burgemeester Stramanweg 1101 AA,52.30911,4.931187,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Burgemeester Stramanweg
Burgemeester Stramanweg 102,102h Burgemeester Stramanweg 1101 AA,52.30898,4.930137,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Burgemeester Stramanweg
Cruquiusweg 111p,111p Cruquiusweg 1019 AG,52.37053,4.953954,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Cruquiusweg
Naritaweg 126,132 Naritaweg 1043 CA,52.38799,4.822693,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Naritaweg
Vijzelstraat 68,66 Vijzelstraat 1017 HL,52.36316,4.891938,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Vijzelstraat
Zwanenbloemlaan 202,176-242 Zwanebloemlaan 1087 GD,52.35424,4.994271,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Zwanebloemlaan
Arlandaweg 106 -,19 Fornebukade 1043 HP,52.38559,4.842141,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Fornebukade
Metaalbewerksweg 23,23 Metaalbewerkerweg 1032 KW,52.40147,4.904651,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Metaalbewerkerweg
Aambeeldstraat 8,8 Aambeeldstraat 1021 KB,52.38391,4.926257,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Aambeeldstraat
Jan Evertsenstraat 741,489 Jan Evertsenstraat 1061 XZ,52.36983,4.836747,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Jan Evertsenstraat
Jan Tooropstraat 647,Jan Tooropstraat 1061 AE,52.37053,4.838689,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Tooropstraat
Fornebukade 19,19 Fornebukade 1043 HP,52.38559,4.842141,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Fornebukade
jan tooropstraat 647,Jan Tooropstraat 1061 AE,52.37053,4.838689,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Tooropstraat
Barkasstraat 80,91 Hooivletstraat 1086 VL,52.36325,4.988794,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Hooivletstraat
Kortrijk 80-82,76 Kortrijk 1066 TC,52.34268,4.801755,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Kortrijk
IJsbaanpad 5B,5B IJsbaanpad 1076 CV,52.34067,4.856192,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,IJsbaanpad
Apollolaan 15,15 Apollolaan 1077 AB,52.34868,4.882338,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Apollolaan
Apollolaan 15,15 Apollolaan 1077 AB,52.34868,4.882338,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Apollolaan
S100 159,160 S100 1074 BC,52.35857,4.90354,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,S100
Amstelveenseweg 594,362 Amstelveenseweg 1182 DB,52.33484,4.857057,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Amstelveenseweg
Waverstraat 5,31HS Kromme Mijdrechtstraat 1079 KN,52.34587,4.908636,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Kromme Mijdrechtstraat
Havenstraat 22,3b Havenstraat 1075 LB,52.34862,4.855276,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Havenstraat
Hoogoorddreef 62,Hoogoorddreef 1101 BE,52.30993,4.945166,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,
Hoogoorddreef 62,Hoogoorddreef 1101 BE,52.30993,4.945166,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,
Zuiderzeeweg 10,2144 IJburglaan 1095 KG,52.3714,4.964334,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,IJburglaan
aambeeldstraat 8,9 Aambeeldstraat 1021 KB,52.38453,4.92716,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Aambeeldstraat
Flight forum 122,Karspeldreef 1101 CJ,52.30576,4.94881,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,
De Lierhof 50,54 De Lierhof 1059 WE,52.3512,4.845091,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,De Lierhof
Hoogoorddreef 62,62 Hoogoorddreef 1101 BE,52.31049,4.944645,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Hoogoorddreef
La Guardiaweg 94-114,94 La Guardiaweg 1043 DL,52.38982,4.839736,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,La Guardiaweg
Jachthavenweg 121,134 Jachthavenweg 1081 KJ,52.33444,4.854344,N/A,N/A,Regular Public & Semi-Public Charging Points (AC):,Jachthavenweg
