OBJECTNUMMER,LABEL,link no., year,street_name,24 hours,daylight,evening,nightlv,daymv,eveningmv,nightmv,dayzv,eveningzv,nightzv,day bus,evening bus,night bus,dagmr,eveningmr,nightmr,WKT_LNG_LAT,WKT_LAT_LNG,Longitude,Latitude
21242,Link 253651,253651,2019,Hondsrugweg,6303,396,205,56,3,1,1,3,1,1,12,9,3,2,1,0,"LINESTRING(4.9454266 52.3061918,4.9454278 52.3062691,4.9453926 52.3063229,4.9444785 52.307323)","LINESTRING(52.3061918 4.9454266,52.3062691 4.9454278,52.3063229 4.9453926,52.307323 4.9444785)",4.94495315,52.3067574
21250,Link 253663,253663,2019,Transformatorweg,17424,904,739,351,21,6,5,20,12,4,11,8,3,4,4,2,"LINESTRING(4.8478412 52.3917238,4.8506016 52.3917728)","LINESTRING(52.3917238 4.8478412,52.3917728 4.8506016)",4.8492214,52.3917483
21258,Link 253664,253664,2019,Transformatorweg,17582,912,746,354,21,6,5,20,12,4,11,8,3,5,4,2,"LINESTRING(4.853003 52.3918084,4.8528874 52.3918239,4.8506016 52.3917728)","LINESTRING(52.3918084 4.853003,52.3918239 4.8528874,52.3917728 4.8506016)",4.8518023,52.39179835
21266,Link 253667,253667,2019,Transformatorweg,8478,442,361,172,6,2,1,6,3,1,11,8,3,2,2,1,"LINESTRING(4.8677978 52.3931257,4.8667295 52.3931028,4.8662014 52.3930375,4.8643108 52.3926517,4.8641201 52.3926239,4.863548 52.3925585,4.8622046 52.3924593)","LINESTRING(52.3931257 4.8677978,52.3931028 4.8667295,52.3930375 4.8662014,52.3926517 4.8643108,52.3926239 4.8641201,52.3925585 4.863548,52.3924593 4.8622046)",4.8650012,52.3927925
21268,Link 253668,253668,2019,Transformatorweg,17306,910,744,353,13,4,3,13,7,3,11,8,3,5,4,2,"LINESTRING(4.8612007 52.3923784,4.8622046 52.3924593)","LINESTRING(52.3923784 4.8612007,52.3924593 4.8622046)",4.86170265,52.39241885
21276,Link 253669,253669,2019,Transformatorweg,8828,468,383,182,7,2,2,7,4,2,0,0,1,2,2,1,"LINESTRING(4.8660226 52.3931119,4.8642072 52.3927232,4.8639139 52.3926769,4.8635324 52.3926393,4.8633937 52.3926522)","LINESTRING(52.3931119 4.8660226,52.3927232 4.8642072,52.3926769 4.8639139,52.3926393 4.8635324,52.3926522 4.8633937)",4.86470815,52.3928756
21278,Link 253671,253671,2019,Transformatorweg,8828,468,383,182,7,2,2,7,4,2,0,0,1,2,2,1,"LINESTRING(4.8622046 52.3924593,4.8624356 52.3925465,4.8633937 52.3926522)","LINESTRING(52.3924593 4.8622046,52.3925465 4.8624356,52.3926522 4.8633937)",4.86279915,52.39255575
21280,Link 253676,253676,2019,Mosplein,16060,981,597,182,15,6,3,14,4,2,0,0,1,5,3,1,"LINESTRING(4.9114119 52.3911376,4.9112744 52.3910817)","LINESTRING(52.3911376 4.9114119,52.3910817 4.9112744)",4.91134315,52.39110965
21288,Link 253677,253677,2019,Mosplein,2241,140,85,26,1,0,0,1,0,0,0,0,0,0,0,0,"LINESTRING(4.9111635 52.3910248,4.9112744 52.3910817)","LINESTRING(52.3910248 4.9111635,52.3910817 4.9112744)",4.91121895,52.39105325
21296,Link 253678,253678,2019,Mosplein,5126,309,188,57,8,3,2,7,2,1,0,0,0,2,1,0,"LINESTRING(4.9111333 52.3911056,4.9112744 52.3910817)","LINESTRING(52.3911056 4.9111333,52.3910817 4.9112744)",4.91120385,52.39109365
21304,Link 253679,253679,2019,Mosplein,9555,586,357,109,8,3,2,7,2,1,0,0,1,3,2,1,"LINESTRING(4.91144 52.3910428,4.9112744 52.3910817)","LINESTRING(52.3910428 4.91144,52.3910817 4.9112744)",4.9113572,52.39106225
21312,Link 253680,253680,2019,Sarphatistraat,1801,97,78,40,0,0,0,0,0,0,0,0,0,1,1,0,"LINESTRING(4.9209541 52.3645874,4.9223721 52.3654719)","LINESTRING(52.3645874 4.9209541,52.3654719 4.9223721)",4.9216631,52.36502965
21320,Link 253681,253681,2019,Sarphatistraat,1801,97,78,40,0,0,0,0,0,0,0,0,0,1,1,0,"LINESTRING(4.9239525 52.3664878,4.9238408 52.3664247,4.923809 52.3663639,4.9237585 52.3663241,4.9223721 52.3654719)","LINESTRING(52.3664878 4.9239525,52.3664247 4.9238408,52.3663639 4.923809,52.3663241 4.9237585,52.3654719 4.9223721)",4.9231623,52.36597985
21328,Link 253708,253708,2019,Lijnbaansgracht,4556,243,194,99,3,1,1,2,1,0,0,0,0,0,0,0,"LINESTRING(4.8871351 52.3616981,4.8870926 52.3616501)","LINESTRING(52.3616981 4.8871351,52.3616501 4.8870926)",4.88711385,52.3616741
21336,Link 253709,253709,2019,Lijnbaansgracht,5057,270,215,110,3,1,1,2,1,0,0,0,0,0,0,0,"LINESTRING(4.8868891 52.3614417,4.8870926 52.3616501)","LINESTRING(52.3614417 4.8868891,52.3616501 4.8870926)",4.88699085,52.3615459
21344,Link 253735,253735,2019,Spaklerweg,10124,591,402,144,10,4,3,7,3,2,0,0,1,3,2,1,"LINESTRING(4.9184516 52.3439156,4.9183009 52.3439136,4.9181652 52.3439591)","LINESTRING(52.3439156 4.9184516,52.3439136 4.9183009,52.3439591 4.9181652)",4.9183084,52.34393635
21352,Link 253788,253788,2019,Wijttenbachstraat,6629,373,253,91,3,1,1,2,1,1,21,16,5,2,1,1,"LINESTRING(4.9304473 52.3612251,4.9316134 52.3612114)","LINESTRING(52.3612251 4.9304473,52.3612114 4.9316134)",4.93103035,52.36121825
21360,Link 253789,253789,2019,MUIDERPOORT VDCT,6629,373,253,91,3,1,1,2,1,1,21,16,5,2,1,1,"LINESTRING(4.9323429 52.3612248,4.9321382 52.3612347,4.9316134 52.3612114)","LINESTRING(52.3612248 4.9323429,52.3612347 4.9321382,52.3612114 4.9316134)",4.93197815,52.36122305
21368,Link 253795,253795,2019,Pieter Calandlaan,1154,63,39,15,0,0,0,1,0,0,7,5,1,0,0,0,"LINESTRING(4.8214478 52.356304,4.8214647 52.3561516)","LINESTRING(52.356304 4.8214478,52.3561516 4.8214647)",4.82145625,52.3562278
21376,Link 253796,253796,2019,Pieter Calandlaan,5612,329,201,79,3,1,1,4,1,1,7,5,3,2,1,0,"LINESTRING(4.8211775 52.3561435,4.8214647 52.3561516)","LINESTRING(52.3561435 4.8211775,52.3561516 4.8214647)",4.8213211,52.35614755
21384,Link 253797,253797,2019,Pieter Calandlaan,5863,350,213,84,4,1,1,5,1,1,0,0,1,2,1,1,"LINESTRING(4.8216812 52.3561484,4.8214647 52.3561516)","LINESTRING(52.3561484 4.8216812,52.3561516 4.8214647)",4.82157295,52.35615
21392,Link 253799,253799,2019,Hugo de Grootplein,10365,541,443,210,10,3,2,7,4,1,10,7,3,3,2,1,"LINESTRING(4.8727828 52.3748558,4.8726546 52.3746806)","LINESTRING(52.3748558 4.8727828,52.3746806 4.8726546)",4.8727187,52.3747682
21400,Link 253800,253800,2019,Hugo de Grootplein,4036,216,176,84,3,1,1,2,1,0,0,0,0,1,1,0,"LINESTRING(4.8725464 52.3745326,4.8726546 52.3746806)","LINESTRING(52.3745326 4.8725464,52.3746806 4.8726546)",4.8726005,52.3746066
21408,Link 253801,253801,2019,Hugo de Grootplein,16641,862,705,335,20,6,5,15,9,3,16,12,4,4,4,2,"LINESTRING(4.8724605 52.3747294,4.8726546 52.3746806)","LINESTRING(52.3747294 4.8724605,52.3746806 4.8726546)",4.87255755,52.374705
21416,Link 253802,253802,2019,Hugo de Grootplein,10644,558,456,217,10,3,2,8,5,2,6,4,3,3,2,1,"LINESTRING(4.8730384 52.3745915,4.8726546 52.3746806)","LINESTRING(52.3745915 4.8730384,52.3746806 4.8726546)",4.8728465,52.37463605
21424,Link 253805,253805,2019,Daalwijkdreef,13665,843,436,118,19,5,3,17,3,3,22,16,5,4,2,1,"LINESTRING(4.9593863 52.3246549,4.9587307 52.3244085)","LINESTRING(52.3246549 4.9593863,52.3244085 4.9587307)",4.9590585,52.3245317
21432,Link 253806,253806,2019,Daalwijkdreef,9354,568,293,80,14,4,2,13,2,2,22,16,5,3,2,0,"LINESTRING(4.9585909 52.324356,4.9587307 52.3244085)","LINESTRING(52.324356 4.9585909,52.3244085 4.9587307)",4.9586608,52.32438225
21440,Link 253808,253808,2019,Daalwijkdreef,13802,856,442,120,16,5,3,15,3,2,22,16,5,4,2,1,"LINESTRING(4.9585909 52.324356,4.9583587 52.3242596)","LINESTRING(52.324356 4.9585909,52.3242596 4.9583587)",4.9584748,52.3243078
21448,Link 253809,253809,2019,Daalwijkdreef,4311,275,142,39,5,1,1,4,1,1,0,0,0,1,1,0,"LINESTRING(4.9584508 52.3244347,4.9586273 52.3243915,4.9587307 52.3244085)","LINESTRING(52.3244347 4.9584508,52.3243915 4.9586273,52.3244085 4.9587307)",4.95859075,52.3244131
21456,Link 253811,253811,2019,Loosdrechtdreef,11588,712,368,100,27,7,5,24,5,4,3,3,1,4,2,1,"LINESTRING(4.9892839 52.3128325,4.9897288 52.3129806)","LINESTRING(52.3128325 4.9892839,52.3129806 4.9897288)",4.98950635,52.31290655
21464,Link 253812,253812,2019,Loosdrechtdreef,13340,794,410,112,45,13,8,41,8,6,3,3,1,4,2,1,"LINESTRING(4.9919398 52.3141238,4.99149 52.3137386,4.9910818 52.3134676,4.9905559 52.3132502,4.9897288 52.3129806)","LINESTRING(52.3141238 4.9919398,52.3137386 4.99149,52.3134676 4.9910818,52.3132502 4.9905559,52.3129806 4.9897288)",4.9908343,52.3135522
21472,Link 253816,253816,2019,Meer en Vaart,9575,549,335,132,9,3,2,10,2,3,17,13,6,3,2,1,"LINESTRING(4.8095351 52.3558564,4.8096174 52.3556998)","LINESTRING(52.3558564 4.8095351,52.3556998 4.8096174)",4.80957625,52.3557781
21480,Link 253817,253817,2019,Meer en Vaart,9575,549,335,132,9,3,2,10,2,3,17,13,6,3,2,1,"LINESTRING(4.8104428 52.3542649,4.8096174 52.3556998)","LINESTRING(52.3542649 4.8104428,52.3556998 4.8096174)",4.8100301,52.35498235
21488,Link 253819,253819,2019,Molenaarsweg,23536,1443,879,267,20,8,4,19,6,3,0,0,0,7,4,1,"LINESTRING(4.8836666 52.421057,4.8837165 52.4209464)","LINESTRING(52.421057 4.8836666,52.4209464 4.8837165)",4.88369155,52.4210017
21496,Link 253820,253820,2019,Molenaarsweg,15181,912,555,169,11,4,2,10,3,2,21,16,5,4,3,1,"LINESTRING(4.8837165 52.4209464,4.8835583 52.4209047)","LINESTRING(52.4209464 4.8837165,52.4209047 4.8835583)",4.8836374,52.42092555
21504,Link 253821,253821,2019,Molenaarsweg,25948,1570,956,291,21,8,4,20,6,3,21,16,5,8,5,2,"LINESTRING(4.8799573 52.4199527,4.8835583 52.4209047)","LINESTRING(52.4199527 4.8799573,52.4209047 4.8835583)",4.8817578,52.4204287
21512,Link 253822,253822,2019,Molenaarsweg,10766,658,401,122,10,4,2,10,3,1,0,0,0,3,2,1,"LINESTRING(4.8836666 52.421057,4.8836845 52.4209566,4.8835583 52.4209047)","LINESTRING(52.421057 4.8836666,52.4209566 4.8836845,52.4209047 4.8835583)",4.8836214,52.42098085
21520,Link 253823,253823,2019,Burgemeester Stramanweg,10804,687,355,96,14,4,2,13,3,2,0,0,0,4,2,1,"LINESTRING(4.9492316 52.3167467,4.950019 52.3169996,4.9501391 52.317043,4.9501823 52.3170842)","LINESTRING(52.3167467 4.9492316,52.3169996 4.950019,52.317043 4.9501391,52.3170842 4.9501823)",4.94970695,52.31691545
21528,Link 253824,253824,2019,Dolingadreef,10804,687,355,96,14,4,2,13,3,2,0,0,0,4,2,1,"LINESTRING(4.9504619 52.3171492,4.9501823 52.3170842)","LINESTRING(52.3171492 4.9504619,52.3170842 4.9501823)",4.9503221,52.3171167
21536,Link 253825,253825,2019,Dolingadreef,12121,749,387,105,8,2,1,7,1,1,31,23,8,4,2,1,"LINESTRING(4.9521607 52.3153172,4.9521305 52.315321,4.9510019 52.3165623,4.9506356 52.3170252)","LINESTRING(52.3153172 4.9521607,52.315321 4.9521305,52.3165623 4.9510019,52.3170252 4.9506356)",4.95139815,52.3161712
21544,Link 253826,253826,2019,Dolingadreef,12121,749,387,105,8,2,1,7,1,1,31,23,8,4,2,1,"LINESTRING(4.9504619 52.3171492,4.9506356 52.3170252)","LINESTRING(52.3171492 4.9504619,52.3170252 4.9506356)",4.95054875,52.3170872
21552,Link 253830,253830,2019,Daalwijkdreef,13802,856,442,120,16,5,3,15,3,2,22,16,5,4,2,1,"LINESTRING(4.9557358 52.3233533,4.9558265 52.3233963)","LINESTRING(52.3233533 4.9557358,52.3233963 4.9558265)",4.95578115,52.3233748
21560,Link 253831,253831,2019,Daalwijkdreef,13802,856,442,120,16,5,3,15,3,2,22,16,5,4,2,1,"LINESTRING(4.9583587 52.3242596,4.9582707 52.3242579,4.957682 52.3240488,4.9571636 52.3238871,4.9561642 52.3235442,4.9559871 52.3234486,4.9558265 52.3233963)","LINESTRING(52.3242596 4.9583587,52.3242579 4.9582707,52.3240488 4.957682,52.3238871 4.9571636,52.3235442 4.9561642,52.3234486 4.9559871,52.3233963 4.9558265)",4.9570926,52.32382795
21568,Link 253833,253833,2019,Kromwijkdreef,7750,438,227,62,32,9,6,29,6,4,12,9,6,2,1,0,"LINESTRING(4.9832822 52.3132525,4.9847229 52.3116357)","LINESTRING(52.3132525 4.9832822,52.3116357 4.9847229)",4.98400255,52.3124441
21569,Link 253834,253834,2019,Kromwijkdreef,4403,237,123,33,25,7,4,23,4,3,6,5,3,1,1,0,"LINESTRING(4.9848668 52.3115413,4.9847229 52.3116357)","LINESTRING(52.3115413 4.9848668,52.3116357 4.9847229)",4.98479485,52.3115885
21570,Link 253835,253835,2019,Kromwijkdreef,6100,377,195,53,8,2,1,8,2,1,9,7,3,2,1,0,"LINESTRING(4.9848668 52.3115413,4.9847237 52.3114939)","LINESTRING(52.3115413 4.9848668,52.3114939 4.9847237)",4.98479525,52.3115176
21578,Link 253836,253836,2019,Langbroekdreef,7925,489,252,69,13,4,2,12,2,2,9,7,3,2,1,0,"LINESTRING(4.9825719 52.3110124,4.9829649 52.3110494,4.9836092 52.3111415,4.9841358 52.3112871,4.9847237 52.3114939)","LINESTRING(52.3110124 4.9825719,52.3110494 4.9829649,52.3111415 4.9836092,52.3112871 4.9841358,52.3114939 4.9847237)",4.9836478,52.31125315
21586,Link 253837,253837,2019,Kromwijkdreef,1826,112,58,16,5,1,1,4,1,1,0,0,0,1,0,0,"LINESTRING(4.9847229 52.3116357,4.9847575 52.3115603,4.9847237 52.3114939)","LINESTRING(52.3116357 4.9847229,52.3115603 4.9847575,52.3114939 4.9847237)",4.9847402,52.3115648
21587,Link 253838,253838,2019,Kromwijkdreef,8928,500,258,70,35,10,6,32,6,5,21,15,8,3,2,0,"LINESTRING(4.9850425 52.3115778,4.9849591 52.3115604)","LINESTRING(52.3115778 4.9850425,52.3115604 4.9849591)",4.9850008,52.3115691
21595,Link 253839,253839,2019,Kromwijkdreef,7407,411,213,58,33,9,6,30,6,5,15,11,6,2,1,0,"LINESTRING(4.9848668 52.3115413,4.9849591 52.3115604)","LINESTRING(52.3115413 4.9848668,52.3115604 4.9849591)",4.98491295,52.31155085
21603,Link 253840,253840,2019,Kromwijkdreef,1521,89,46,13,2,1,0,2,0,0,6,5,3,0,0,0,"LINESTRING(4.9847229 52.3116357,4.9848237 52.3115869,4.9849591 52.3115604)","LINESTRING(52.3116357 4.9847229,52.3115869 4.9848237,52.3115604 4.9849591)",4.984841,52.31159805
21604,Link 253841,253841,2019,Strawinskylaan,7108,403,258,89,9,3,2,7,3,1,17,13,5,2,2,1,"LINESTRING(4.8732802 52.3408117,4.873153 52.3408052)","LINESTRING(52.3408117 4.8732802,52.3408052 4.873153)",4.8732166,52.34080845
21612,Link 253874,253874,2019,Hoofddorpplein,4953,285,183,63,5,2,1,4,2,1,11,8,2,1,1,0,"LINESTRING(4.85041 52.3516594,4.8503857 52.3516334)","LINESTRING(52.3516594 4.85041,52.3516334 4.8503857)",4.85039785,52.3516464
21620,Link 253875,253875,2019,Hoofddorpplein,10084,591,379,130,12,4,2,10,5,2,5,4,2,3,2,1,"LINESTRING(4.8502336 52.3516634,4.8503857 52.3516334)","LINESTRING(52.3516634 4.8502336,52.3516334 4.8503857)",4.85030965,52.3516484
21628,Link 253879,253879,2019,Hoofddorpplein,7960,464,297,102,11,4,2,9,4,1,5,4,2,2,2,1,"LINESTRING(4.8504468 52.3510394,4.8504707 52.3514799,4.8504498 52.3515804,4.8503857 52.3516334)","LINESTRING(52.3510394 4.8504468,52.3514799 4.8504707,52.3515804 4.8504498,52.3516334 4.8503857)",4.8504282,52.3513364
21636,Link 253880,253880,2019,Surinameplein,7246,383,313,149,5,1,1,4,2,1,5,4,1,2,2,1,"LINESTRING(4.8535107 52.3586659,4.853411 52.3589011,4.8533662 52.359209)","LINESTRING(52.3586659 4.8535107,52.3589011 4.853411,52.359209 4.8533662)",4.85343845,52.35893745
21644,Link 253881,253881,2019,Surinamestraat,11509,610,499,237,11,3,3,8,5,2,0,0,0,3,3,1,"LINESTRING(4.8536467 52.358343,4.8537186 52.3582694,4.8538748 52.3581729,4.8540702 52.3580932)","LINESTRING(52.358343 4.8536467,52.3582694 4.8537186,52.3581729 4.8538748,52.3580932 4.8540702)",4.85385845,52.3582181
21652,Link 253882,253882,2019,Surinamestraat,12470,661,541,257,12,3,3,9,5,2,0,0,0,3,3,1,"LINESTRING(4.8535168 52.3581626,4.853658 52.3581574,4.8540702 52.3580932)","LINESTRING(52.3581626 4.8535168,52.3581574 4.853658,52.3580932 4.8540702)",4.8537935,52.3581279
21660,Link 253883,253883,2019,Surinameplein,4421,232,190,90,3,1,1,2,1,1,5,4,1,1,1,1,"LINESTRING(4.8535168 52.3581626,4.8535951 52.3582394,4.8536467 52.358343)","LINESTRING(52.3581626 4.8535168,52.3582394 4.8535951,52.358343 4.8536467)",4.85358175,52.3582528
21668,Link 253884,253884,2019,Surinameplein,15929,842,689,327,14,4,3,10,6,2,5,4,1,4,4,2,"LINESTRING(4.8536467 52.358343,4.853615 52.3585316,4.8535107 52.3586659)","LINESTRING(52.358343 4.8536467,52.3585316 4.853615,52.3586659 4.8535107)",4.8535787,52.35850445
21676,Link 253885,253885,2019,Surinameplein,16462,872,714,339,13,4,3,10,6,2,5,4,1,4,4,2,"LINESTRING(4.8529378 52.3586993,4.85259 52.358393)","LINESTRING(52.3586993 4.8529378,52.358393 4.85259)",4.8527639,52.35854615
21684,Link 253886,253886,2019,Surinameplein,2225,119,97,46,2,1,0,1,1,0,0,0,0,1,1,0,"LINESTRING(4.8530335 52.3580706,4.8527386 52.3581681,4.8526646 52.3582217,4.8526049 52.3583023,4.85259 52.358393)","LINESTRING(52.3580706 4.8530335,52.3581681 4.8527386,52.3582217 4.8526646,52.3583023 4.8526049,52.358393 4.85259)",4.85281175,52.3582318
21692,Link 253887,253887,2019,Surinameplein,14270,755,618,293,11,3,3,8,5,2,5,4,1,4,3,2,"LINESTRING(4.852034 52.3581739,4.852195 52.3582016,4.852385 52.3582743,4.85259 52.358393)","LINESTRING(52.3581739 4.852034,52.3582016 4.852195,52.3582743 4.852385,52.358393 4.85259)",4.852312,52.35828345
21700,Link 253890,253890,2019,Surinameplein,8683,459,376,178,9,3,2,7,4,1,0,0,0,2,2,1,"LINESTRING(4.853005 52.3587596,4.8532232 52.3587632,4.8533631 52.3587282,4.8535107 52.3586659)","LINESTRING(52.3587596 4.853005,52.3587632 4.8532232,52.3587282 4.8533631,52.3586659 4.8535107)",4.85325785,52.35871455
21708,Link 253891,253891,2019,Surinameplein,7773,413,338,160,4,1,1,3,2,1,5,4,1,2,2,1,"LINESTRING(4.853005 52.3587596,4.8531968 52.3589529)","LINESTRING(52.3587596 4.853005,52.3589529 4.8531968)",4.8531009,52.35885625
21716,Link 253893,253893,2019,Surinameplein,7773,413,338,160,4,1,1,3,2,1,5,4,1,2,2,1,"LINESTRING(4.8533662 52.359209,4.8531968 52.3589529)","LINESTRING(52.359209 4.8533662,52.3589529 4.8531968)",4.8532815,52.35908095
21724,Link 253894,253894,2019,Jan van Galenstraat,16680,864,707,336,20,6,5,15,9,3,16,12,4,4,4,2,"LINESTRING(4.8701224 52.3753186,4.8694313 52.3755322)","LINESTRING(52.3753186 4.8701224,52.3755322 4.8694313)",4.86977685,52.3754254
21732,Link 253896,253896,2019,Jan van Galenstraat,19709,1019,833,396,26,7,6,20,12,4,16,12,4,5,4,2,"LINESTRING(4.8650013 52.3754874,4.8662923 52.3756661,4.8672514 52.3757832,4.8673231 52.3757771,4.8674576 52.3758072)","LINESTRING(52.3754874 4.8650013,52.3756661 4.8662923,52.3757832 4.8672514,52.3757771 4.8673231,52.3758072 4.8674576)",4.86622945,52.3756473
21740,Link 253897,253897,2019,Jan van Galenstraat,21306,1126,921,437,21,6,5,19,11,4,0,0,0,6,5,2,"LINESTRING(4.8426995 52.3723859,4.8424932 52.3724299,4.8421009 52.3724629,4.8419054 52.3724631,4.8415942 52.3724353)","LINESTRING(52.3723859 4.8426995,52.3724299 4.8424932,52.3724629 4.8421009,52.3724631 4.8419054,52.3724353 4.8415942)",4.84214685,52.3724245
21748,Link 253899,253899,2019,Jan van Galenstraat,15198,799,654,310,16,5,4,17,10,4,0,0,0,4,3,2,"LINESTRING(4.8410043 52.3723989,4.8390029 52.3725337)","LINESTRING(52.3723989 4.8410043,52.3725337 4.8390029)",4.8400036,52.3724663
21756,Link 253900,253900,2019,Jan van Galenstraat,29632,1735,1058,419,38,11,9,43,9,13,0,0,0,9,5,2,"LINESTRING(4.8384381 52.3726179,4.8390029 52.3725337)","LINESTRING(52.3726179 4.8384381,52.3725337 4.8390029)",4.8387205,52.3725758
21764,Link 253902,253902,2019,Bos en Lommerplein,20467,1073,877,416,13,4,3,12,7,3,22,16,5,5,4,2,"LINESTRING(4.8422918 52.3781438,4.8424001 52.3781367,4.8426223 52.3780843,4.8432565 52.3779934)","LINESTRING(52.3781438 4.8422918,52.3781367 4.8424001,52.3780843 4.8426223,52.3779934 4.8432565)",4.84277415,52.3780686
21772,Link 253906,253906,2019,Bos en Lommerplein,24229,1261,1032,490,18,5,4,14,8,3,34,25,7,6,5,3,"LINESTRING(4.8452532 52.3777855,4.8450458 52.3777598,4.8448687 52.3777672)","LINESTRING(52.3777855 4.8452532,52.3777598 4.8450458,52.3777672 4.8448687)",4.84506095,52.37777265
21780,Link 253908,253908,2019,Bos en Lommerweg,11711,601,492,233,11,3,3,8,5,2,22,16,6,3,3,1,"LINESTRING(4.8545955 52.3806958,4.8535946 52.3800506)","LINESTRING(52.3806958 4.8545955,52.3800506 4.8535946)",4.85409505,52.3803732
21788,Link 253909,253909,2019,Bos en Lommerweg,8131,415,339,161,5,2,1,4,2,1,22,16,5,2,2,1,"LINESTRING(4.8553192 52.3811234,4.855332 52.3811724,4.8554793 52.3813281,4.8555301 52.3813575)","LINESTRING(52.3811234 4.8553192,52.3811724 4.855332,52.3813281 4.8554793,52.3813575 4.8555301)",4.85542465,52.38124045
21789,Link 253910,253910,2019,Haarlemmerweg,13102,641,524,249,47,13,11,39,22,8,0,0,0,3,3,1,"LINESTRING(4.8452804 52.384693,4.8457486 52.3848389,4.845907 52.3848722,4.8463557 52.3849168)","LINESTRING(52.384693 4.8452804,52.3848389 4.8457486,52.3848722 4.845907,52.3849168 4.8463557)",4.84581805,52.3848049
21790,Link 253911,253911,2019,Haarlemmerweg,13102,641,524,249,47,13,11,39,22,8,0,0,0,3,3,1,"LINESTRING(4.8473772 52.3849901,4.8463557 52.3849168)","LINESTRING(52.3849901 4.8473772,52.3849168 4.8463557)",4.84686645,52.38495345
21791,Link 253912,253912,2019,Haarlemmerweg,21657,1086,888,422,62,17,14,49,28,10,0,0,0,5,4,2,"LINESTRING(4.8475439 52.3850151,4.8476724 52.384987,4.8478427 52.3849718,4.8487704 52.3849931,4.8488918 52.3849855)","LINESTRING(52.3850151 4.8475439,52.384987 4.8476724,52.3849718 4.8478427,52.3849931 4.8487704,52.3849855 4.8488918)",4.84821785,52.38499345
21799,Link 253913,253913,2019,Haarlemmerweg,21657,1086,888,422,62,17,14,49,28,10,0,0,0,5,4,2,"LINESTRING(4.8515394 52.3850124,4.8488918 52.3849855)","LINESTRING(52.3850124 4.8515394,52.3849855 4.8488918)",4.8502156,52.38499895
21807,Link 253914,253914,2019,WILLEMSBRUG 0151,9081,473,387,184,15,4,3,10,6,2,0,0,1,2,2,1,"LINESTRING(4.8815551 52.3850017,4.8797251 52.3854225,4.8793801 52.3854867)","LINESTRING(52.3850017 4.8815551,52.3854225 4.8797251,52.3854867 4.8793801)",4.8804676,52.3852442
21815,Link 253915,253915,2019,Nassauplein,11628,600,491,233,16,5,4,11,7,2,11,8,3,3,2,1,"LINESTRING(4.8815551 52.3850017,4.8816072 52.385082,4.8816026 52.3852507)","LINESTRING(52.3850017 4.8815551,52.385082 4.8816072,52.3852507 4.8816026)",4.88158115,52.3851262
21823,Link 253916,253916,2019,Nassauplein,11628,600,491,233,16,5,4,11,7,2,11,8,3,3,2,1,"LINESTRING(4.8816639 52.3858936,4.881684 52.3858123,4.881664 52.3858004,4.8815844 52.3855001,4.8816026 52.3852507)","LINESTRING(52.3858936 4.8816639,52.3858123 4.881684,52.3858004 4.881664,52.3855001 4.8815844,52.3852507 4.8816026)",4.8816342,52.38557215
21831,Link 253917,253917,2019,Nassaukade,9420,491,402,191,15,4,4,11,6,2,0,0,0,2,2,1,"LINESTRING(4.8802641 52.382733,4.8803893 52.3828633,4.8814002 52.3844562,4.8814589 52.3845878,4.8814671 52.3846758)","LINESTRING(52.382733 4.8802641,52.3828633 4.8803893,52.3844562 4.8814002,52.3845878 4.8814589,52.3846758 4.8814671)",4.8808656,52.3837044
21839,Link 253919,253919,2019,Nassauplein,9499,495,405,192,15,4,4,11,6,2,0,0,0,2,2,1,"LINESTRING(4.8815551 52.3850017,4.8814721 52.384857,4.8814671 52.3846758)","LINESTRING(52.3850017 4.8815551,52.384857 4.8814721,52.3846758 4.8814671)",4.8815111,52.38483875
21847,Link 253922,253922,2019,Contactweg,2666,137,112,53,4,1,1,5,3,1,0,0,0,1,1,0,"LINESTRING(4.8552746 52.3928632,4.8554023 52.3924084,4.8554157 52.3921453)","LINESTRING(52.3928632 4.8552746,52.3924084 4.8554023,52.3921453 4.8554157)",4.85534515,52.39250425
21855,Link 253923,253923,2019,Transformatorweg,2666,137,112,53,4,1,1,5,3,1,0,0,0,1,1,0,"LINESTRING(4.8554157 52.3921453,4.8554288 52.3919522,4.8554679 52.3918782)","LINESTRING(52.3921453 4.8554157,52.3919522 4.8554288,52.3918782 4.8554679)",4.8554418,52.39201175
